"municip","location_number","location_name","momb_status","date","year","municip_number_2019","municip_name","total_mcp_area","sea_mcp_area","prod_area_id","prod_area_name"
"ALVER",10080,"LAKSEVIKA",1,2013-08-06,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10080,"LAKSEVIKA",1,2015-04-16,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10080,"LAKSEVIKA",2,2016-11-01,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10080,"LAKSEVIKA",2,2019-04-12,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10080,"LAKSEVIKA",1,2020-02-25,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"Rekeviki",1,2008-06-26,2008,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"Rekeviki",1,2010-11-09,2010,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",2,2013-01-08,2013,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",2,2014-06-23,2014,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",1,2015-10-15,2015,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",2,2016-11-04,2016,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",1,2017-08-08,2017,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",2,2018-09-04,2018,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",1,2019-08-13,2019,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ALVER",10086,"REKEVIKI",3,2020-08-25,2020,"1263","Alver",637.0389369,162.042687,4,"Sotra - Stadt"
"ASKVOLL",10087,"Kalvøy N",1,2009-07-15,2009,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"Kalvøy N",2,2011-10-24,2011,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"Kalvøya N",1,2013-05-10,2013,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"KALVØYA N",1,2015-05-28,2015,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"KALVØYA N",1,2017-07-07,2017,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"KALVØYA N",1,2020-02-19,2020,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10087,"KALVØYA N",1,2020-12-16,2020,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10090,"TRELLEVIKA",2,2013-09-27,2013,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10090,"TRELLEVIKA",1,2014-11-19,2014,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"ASKVOLL",10090,"TRELLEVIKA",2,2016-06-03,2016,"1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt"
"KINN",10091,"Vågsøya",1,2007-10-02,2007,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"Vågsøya",1,2009-03-12,2009,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"Vågsøya",2,2010-11-18,2010,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"Vågsøy",1,2012-02-01,2012,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"Vågsøy",2,2013-03-11,2013,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",2,2014-04-04,2014,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",3,2015-04-08,2015,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",3,2015-09-11,2015,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",2,2016-06-07,2016,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",3,2016-12-06,2016,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",1,2019-01-09,2019,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",3,2019-10-03,2019,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",1,2020-04-20,2020,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"KINN",10091,"VÅGSØYA",4,2021-03-09,2021,"1401","Kinn",2140.216593,1447.185281,4,"Sotra - Stadt"
"STAVANGER",10110,"DJUPEVIK",3,2008-09-19,2008,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"Djupevik",2,2010-03-10,2010,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"Djupevik",3,2011-03-10,2011,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"Djupevik",2,2011-11-09,2011,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"Djupevik",1,2012-08-21,2012,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"Djupevik",2,2013-01-22,2013,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",2,2015-01-08,2015,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",1,2015-09-09,2015,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",1,2016-10-31,2016,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",1,2018-11-22,2018,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",2,2020-12-01,2020,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10110,"DJUPEVIK",1,2021-08-17,2021,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2008-08-20,2008,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"Kobbavik",2,2009-09-08,2009,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"Kobbavik",3,2010-03-02,2010,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"Kobbavik",3,2010-08-16,2010,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"Kobbavik",2,2011-03-10,2011,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"Kobbavik",2,2012-02-24,2012,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",1,2013-01-07,2013,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2014-09-16,2014,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2015-07-16,2015,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2016-11-02,2016,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2018-03-13,2018,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2019-05-06,2019,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",1,2020-04-07,2020,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2021-04-07,2021,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"STAVANGER",10113,"KOBBAVIKA",2,2021-08-17,2021,"1103","Stavanger",140.1112188,68.6322898,2,"Ryfylke"
"HJELMELAND",10126,"VASSVIK",1,2012-12-18,2012,"1133","Hjelmeland",1195.202576,106.3627705,2,"Ryfylke"
"HJELMELAND",10126,"VASSVIK",1,2015-03-24,2015,"1133","Hjelmeland",1195.202576,106.3627705,2,"Ryfylke"
"TYSNES",10136,"ONARØY",1,2005-09-26,2005,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"Onarøy",2,2009-10-15,2009,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"Onarøy",2,2011-03-14,2011,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2011-11-14,2011,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"Onarøy",2,2013-06-05,2013,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",1,2014-04-04,2014,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2015-07-13,2015,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2016-04-15,2016,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2017-05-19,2017,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2018-07-20,2018,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2019-12-20,2019,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"TYSNES",10136,"ONARØY",2,2020-06-24,2020,"1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"Matland",1,2009-04-20,2009,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"Matland",1,2011-05-05,2011,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"MATLAND",1,2013-05-15,2013,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"MATLAND",1,2015-05-20,2015,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"MATLAND",1,2017-01-19,2017,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"BJØRNAFJORDEN",10137,"MATLAND",1,2018-05-15,2018,"1241","Bjørnafjorden",507.0776654,129.2463033,3,"Karmøy - Sotra"
"ETNE",10147,"Tungesvik",1,2008-08-27,2008,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",2,2008-05-14,2008,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"Rafdal",2,2011-10-07,2011,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",1,2013-04-09,2013,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",2,2014-08-28,2014,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",1,2015-09-09,2015,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",1,2016-04-19,2016,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",2,2017-10-12,2017,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",1,2019-04-11,2019,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"ETNE",10149,"RAFDAL",1,2020-12-03,2020,"1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra"
"GISKE",10181,"OKSEBÅSEN V",2,2007-12-13,2007,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",1,2008-06-02,2008,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",1,2009-01-30,2009,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"Oksebåsen V",2,2011-01-25,2011,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"Oksebåsen V",2,2011-07-05,2011,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"Oksebåsen V",1,2012-01-25,2012,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"Oksebåsen V",2,2013-01-22,2013,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",2,2013-08-01,2013,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",1,2014-10-14,2014,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",2,2017-04-06,2017,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",1,2017-09-14,2017,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",2,2019-01-30,2019,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"GISKE",10181,"OKSEBÅSEN V",1,2020-12-15,2020,"1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika"
"ÅLESUND",10191,"VESTREFJORDEN",1,2014-04-24,2014,"1504","Ålesund",194.5781598,95.88641608,5,"Stad - Hustadvika"
"MOLDE",10194,"Hellaren",2,2011-06-23,2011,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"hellaren",2,2012-05-31,2012,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",2,2013-10-18,2013,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",2,2014-10-23,2014,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",2,2015-07-01,2015,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",2,2017-01-24,2017,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",2,2017-11-07,2017,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"MOLDE",10194,"HELLAREN",3,2018-09-03,2018,"1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika"
"KRISTIANSUND",10212,"Bogen",1,2008-02-27,2008,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"1911-Bogen",1,2008-11-05,2008,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"Bogen",1,2010-09-14,2010,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"Bogen",1,2012-11-29,2012,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"BOGEN",1,2014-02-21,2014,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"BOGEN",1,2015-11-11,2015,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"BOGEN",1,2017-11-06,2017,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"KRISTIANSUND",10212,"BOGEN",1,2019-07-25,2019,"1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"Naustneset",1,2008-02-26,2008,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"Naustneset",2,2011-02-22,2011,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"Naustneset",1,2012-03-02,2012,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"Naustneset",1,2013-03-17,2013,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"NAUSTNESET",2,2015-11-10,2015,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"NAUSTNESET",1,2016-09-19,2016,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"NAUSTNESET",1,2017-11-30,2017,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"NAUSTNESET",2,2020-01-26,2020,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"GJEMNES",10213,"NAUSTNESET",2,2020-08-10,2020,"1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"Skåren 08G",1,2008-03-26,2008,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"Skåren",2,2009-07-02,2009,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",1,2011-08-16,2011,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",2,2013-10-14,2013,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",1,2014-11-12,2014,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",2,2015-06-26,2015,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",2,2016-04-28,2016,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",1,2017-09-12,2017,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",2,2019-06-14,2019,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",1,2020-03-28,2020,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10216,"SKÅREN",1,2021-05-28,2021,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10221,"AUNVÅGEN",1,2014-10-07,2014,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"Bremnessvaet",1,2011-09-13,2011,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",1,2013-09-27,2013,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",2,2015-08-09,2015,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",1,2016-04-12,2016,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",1,2017-09-07,2017,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",1,2019-03-06,2019,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"SMØLA",10223,"BREMNESSVAET",1,2021-05-18,2021,"1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag"
"HEIM",10224,"Korsneset",1,2009-08-26,2009,"1571","Heim",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag"
